rmsd
Frame,binding_site
270.0,1.7227237602140200
271.0,1.716059122986900
272.0,1.7469187868478400
273.0,1.9082513708959900
274.0,2.4729981808412700
275.0,2.165668217585600
276.0,2.176175559460270
277.0,2.079041145534370
278.0,2.236666090364010
279.0,2.1272174267428600
280.0,1.7756938456402400
281.0,2.142796568810480
282.0,2.1645077098384800
283.0,2.0016396264156900
284.0,2.5125009409116800
285.0,2.328408940389780
286.0,2.277732219075890
287.0,2.2221922262673800
288.0,2.6227638973715900
289.0,2.2040940180924400
290.0,2.1588526278636500
291.0,2.2103035789211300
292.0,2.3901356339899600
293.0,1.6624113838660000
294.0,2.3507429391654
295.0,1.856719298524590
296.0,2.2697383182826300
297.0,2.6123064180005800
298.0,1.9887356156273900
299.0,2.171376763264420
300.0,1.6370434186498500
301.0,1.4399824553634300
