rmsd
Frame,binding_site
0.0,3.10093582880061E-07
1.0,4.74689706337398E-06
2.0,1.5005221444864500
3.0,1.7661419586923900
4.0,1.7283686893240600
5.0,1.8502469011826100
6.0,1.6674435777230800
7.0,1.3276662041361700
8.0,2.1233666964522200
9.0,1.5095584062630600
10.0,2.062144974794140
11.0,1.8613028282026700
12.0,1.8343443011484900
13.0,1.5971797931810200
14.0,1.6332380032493500
15.0,1.3476087428094700
16.0,1.8576032658897700
17.0,1.9158884652778900
18.0,1.7069118145532500
19.0,2.0435231746978000
20.0,2.0528945793955600
21.0,2.2904023014240100
22.0,2.2707143555181100
23.0,1.979182928049010
24.0,1.890326566123720
25.0,1.992153146007980
26.0,2.2145349421867000
27.0,2.243964493911200
28.0,2.296804313529700
29.0,2.4556424607272500
30.0,2.4195813876751300
31.0,2.6189573274290100
32.0,2.203009689818500
33.0,2.1625762012418700
34.0,2.4780874917142400
35.0,2.125601411053290
36.0,2.0993357431873600
37.0,2.487859620932430
38.0,2.196860592061820
39.0,2.493296445233570
40.0,2.57433092295892
41.0,2.4266140374982500
42.0,2.634796160596610
43.0,2.3522660213620100
44.0,2.469817467524660
45.0,2.6274344347085300
46.0,2.4203960822606800
47.0,2.743633442849870
48.0,2.3211957875236700
49.0,2.8802453248874700
50.0,2.732081707795790
51.0,2.645800893298260
52.0,2.538786765055140
53.0,2.6706585731950900
54.0,2.7827118737358700
55.0,2.5311875515265400
56.0,2.417032912932890
57.0,1.9926418121273800
58.0,2.0012356720603100
59.0,2.196429767548290
60.0,2.308179896634460
61.0,2.010600162183850
62.0,2.226594427587960
63.0,2.653272912442860
64.0,2.333788767899870
65.0,2.2953600193884400
66.0,2.2822024178856000
67.0,2.4287526830133300
68.0,2.332726877857280
69.0,2.544166340206110
70.0,2.194552062604500
71.0,2.6353686840271300
72.0,2.3825974626854000
73.0,1.8244439422348100
74.0,2.0644039557596100
75.0,2.199394583539430
76.0,2.519007601400950
77.0,2.3200844408842100
78.0,2.2259529304797900
79.0,2.731185045726440
80.0,1.946202771099070
81.0,2.366936601933710
82.0,2.2955046048112700
83.0,2.16080480670606
84.0,1.9113501306837900
85.0,2.3487792491582900
86.0,2.2697362763048300
87.0,2.7050728677544700
88.0,2.486000507313280
89.0,2.7708359391454100
90.0,2.8369841864533100
91.0,2.52214181914858
92.0,2.6502678852709000
93.0,2.446982150772170
94.0,2.183276355256510
95.0,1.8209000124423300
96.0,2.2060215570143600
97.0,2.5157860149104300
98.0,2.6309683977737400
99.0,2.482937534118720
100.0,2.363534084022170
101.0,2.1488757553604100
102.0,2.2631952024804700
103.0,2.400148212906410
104.0,2.472928211267970
105.0,2.6407048532092600
106.0,2.1810401185910800
107.0,2.1288962471191200
108.0,1.9704053016801300
109.0,2.5633550800544200
110.0,2.3904956472420200
111.0,2.1952650037720400
112.0,2.19133509451517
113.0,2.282007171549340
114.0,2.5378070896885600
115.0,2.2853622272718400
116.0,2.5537907129262900
117.0,2.2679552730762000
118.0,2.3621113859892300
119.0,2.5221390711448400
120.0,2.449110080430690
121.0,2.3807598003610800
122.0,2.2489376281992100
123.0,2.437521550091360
124.0,2.1353288974909300
125.0,2.4333670417104100
126.0,2.4369883519580100
127.0,2.235011695740810
128.0,2.3490277266438400
129.0,2.3881318841614600
130.0,2.305114091169100
131.0,2.3711338123703700
132.0,2.4479596349957200
133.0,2.0325078015648700
134.0,2.2128959668661000
135.0,2.435663012797890
136.0,2.4439100045312400
137.0,2.241318512787230
138.0,2.16962520412193
139.0,2.1372090012850400
140.0,2.3614339704738500
141.0,2.346023613313170
142.0,2.306858605362690
143.0,2.156502046637920
144.0,2.160238023598660
145.0,2.0761048137409900
146.0,2.1780783979612700
147.0,2.4076224666730300
148.0,2.42245277912467
149.0,2.4623090200063900
150.0,2.2974004701470000
151.0,2.4622318391803500
152.0,2.2403456040719200
153.0,2.5659955195954800
154.0,2.535300732208270
155.0,2.1877750283600700
156.0,2.6726380188261900
157.0,2.4033353250868700
158.0,2.5358878183062500
159.0,2.4424743679763300
160.0,2.7454767922900400
161.0,2.6483375655241900
162.0,2.702547017045310
163.0,2.58796634705797
164.0,2.702868153321740
165.0,2.687240586255830
166.0,2.531238891212900
167.0,2.2065303464420900
168.0,2.3649606182003900
169.0,2.4051324803942500
170.0,2.4738285559361800
171.0,2.0099780111746800
172.0,1.9420034077452300
173.0,2.0358665089451700
174.0,2.354681609508740
175.0,2.310727214211860
176.0,2.331551709991760
177.0,2.401760580049780
178.0,2.3349447151987900
179.0,2.16443640736496
180.0,1.9919958838079200
181.0,2.5312853797501800
182.0,2.5474093869681500
183.0,2.6680206731060100
184.0,2.7514217795422400
185.0,2.8155107787572800
186.0,2.681649065293260
187.0,2.837612118731320
188.0,2.8832095220830000
189.0,2.601461018437260
190.0,2.757248126435180
191.0,2.6414112399906400
192.0,2.304506842162810
193.0,2.5377568723607600
194.0,1.8468852126490900
195.0,2.11926822965893
196.0,2.524261334406410
197.0,1.708330862106020
198.0,2.1631717336981700
199.0,2.239271486407290
200.0,2.274706652485370
201.0,2.0919872073409400
202.0,1.949344630079610
203.0,1.8959564979039100
204.0,2.0574077481418600
205.0,1.915074883949660
206.0,1.8130050138718800
207.0,1.5629536136837600
208.0,2.224180409422940
209.0,2.029727012455850
210.0,2.0219138948668600
211.0,1.8797007892503200
212.0,2.0394466948455600
213.0,1.9068189931979400
214.0,2.2934474861822300
215.0,2.463825546691270
216.0,2.289132938934810
217.0,2.1828794846133200
218.0,2.0963136963105500
219.0,2.324318884348510
220.0,2.4387725615681100
221.0,2.4397849511173000
222.0,1.9560288446410400
223.0,1.9975765948061800
224.0,2.0394161404042600
225.0,2.035420058874610
226.0,2.6639180113503100
227.0,2.020637741635510
228.0,1.888796617925540
229.0,2.3413991846992300
230.0,1.9768337301288800
231.0,1.3680583412311300
232.0,1.9010829814719600
233.0,1.8020132650410500
234.0,1.3564606015357200
235.0,1.1277067347913000
236.0,1.6204570592298500
237.0,1.725093664370330
238.0,1.7405552039606800
239.0,1.7428682577320600
240.0,1.7664563484574400
241.0,1.6984578437592200
242.0,1.5839114512185600
243.0,1.6691882683235000
244.0,1.7659605242757600
245.0,1.7257690492250800
246.0,1.744726530252300
247.0,1.5046879903119900
248.0,1.8218752550596000
249.0,1.613798819247250
250.0,1.3274371604140400
251.0,1.5639491930983200
252.0,2.046513076274640
253.0,1.846815622408940
254.0,2.255574181863430
255.0,1.97273926274896
256.0,1.8178513158000200
257.0,2.33689563185314
258.0,2.1103154014506200
259.0,2.172344249621130
260.0,1.8960421137492500
261.0,2.341720153358400
262.0,1.5718859630329000
263.0,1.979918901482430
264.0,1.9874193518565600
265.0,2.0151672057479500
266.0,1.9815218413860500
267.0,1.4668497639231900
268.0,1.5337976580319000
269.0,1.7015099629717400
