rmsd
Frame,binding_site
0.0,0.0
1.0,3.77669712022776E-06
2.0,1.2415267135680000
3.0,1.2673739856506500
4.0,1.23036398919838
5.0,1.1721931833073300
6.0,1.1038490361856700
7.0,1.3281986793359300
8.0,1.3170961706347100
9.0,1.2324413676226300
10.0,1.5725019453999700
11.0,1.6848166731964700
12.0,1.7237149214006100
13.0,1.7625742255223400
14.0,1.7172988202963900
15.0,1.9724789426281500
16.0,1.6023607379735100
17.0,2.3081613011843100
18.0,2.0345018195189900
19.0,2.0046791063080000
20.0,2.002484172088950
21.0,1.8475941374578600
22.0,1.1103436997462900
23.0,1.3728192306255500
24.0,1.2753500915954900
25.0,1.2820508505803400
26.0,1.3416158108593500
27.0,1.7216673856493900
28.0,1.526124126910180
29.0,1.591706129738150
30.0,1.604220416464550
31.0,1.7775772743438100
32.0,1.6090872905488900
33.0,1.527688015664580
34.0,1.6334581914520000
35.0,1.6607881840811300
36.0,2.6028594997524600
37.0,2.2029533286380500
38.0,1.1471581093989600
39.0,1.6420073581113500
40.0,1.2811546134103800
41.0,1.7038049700238200
42.0,1.6156164471212200
43.0,1.604176558733770
44.0,1.4001255587211200
45.0,1.142153060118870
46.0,1.2555318852917600
47.0,1.5082420203407300
48.0,1.0556871567513300
49.0,1.6158413958466600
50.0,1.4948223564585700
51.0,1.3306364339150500
52.0,1.1623934667187700
53.0,1.4258338258125000
54.0,1.461083347397110
55.0,1.9590594691841900
56.0,1.5188871469574000
57.0,1.5280914866792100
58.0,1.3412452978718900
59.0,1.4821994107454400
60.0,1.64587026282193
61.0,1.262261436440180
62.0,1.459006892307170
63.0,1.3630537213807900
64.0,1.3645545489422500
65.0,1.4379484607111400
66.0,1.9995649632713100
67.0,1.912268079867720
68.0,2.106488348057690
69.0,1.8697279742666800
70.0,1.9719870402221200
71.0,1.7985512342414500
72.0,2.0529627062078000
73.0,1.5592798017662600
74.0,1.8589822138368800
75.0,2.1343458577669500
76.0,1.3442225218634700
77.0,1.250233192347820
78.0,1.1496898432312500
79.0,1.8039680168369600
80.0,1.30256725592641
81.0,1.7154512114008600
82.0,1.4740993142148400
83.0,1.3550607544084600
84.0,1.4245876668501300
85.0,1.3046581613636200
86.0,1.8714466865019200
87.0,1.9846973980016500
