rmsd
Frame,binding_site
0.0,2.53190350189198E-07
1.0,4.47581533874447E-06
2.0,1.3214912185643300
3.0,1.4596970839189700
4.0,1.3308410654555600
5.0,1.1259483073591200
6.0,1.243105178396070
7.0,0.9316505047284520
8.0,1.1174733956905400
9.0,1.1679756332559400
10.0,1.5918906235269500
11.0,1.3110446935278200
12.0,1.5350902868993000
13.0,1.2462469623285700
14.0,1.2312989030253900
15.0,0.9403823779591370
16.0,1.2719086146563800
17.0,1.4081963430448100
18.0,1.03045064866046
19.0,1.211927616769650
20.0,0.9381076703619790
21.0,1.1758504234887800
22.0,1.6356029672633100
23.0,1.43148376793208
24.0,1.4093092108905200
25.0,1.5401669331668700
26.0,1.5453631830440500
27.0,1.3911924290351700
28.0,1.4086031707759100
29.0,1.3937008991446100
30.0,1.5156187575655900
31.0,1.5235978096347900
32.0,1.6034458425081300
33.0,1.8534896982082900
34.0,1.6871751872831800
35.0,1.7456947247330800
36.0,1.9218814107601300
37.0,1.3921355503161200
38.0,1.736463346516050
39.0,1.5087005681741800
40.0,1.364350278840200
41.0,1.9095305068035800
42.0,1.3223213960188700
43.0,1.7998438782272400
44.0,1.138462685895940
45.0,1.2946138050124200
46.0,1.2922578969477300
47.0,1.5432065938190500
48.0,1.5049689639027300
49.0,1.722423038290160
50.0,1.2353862479812400
51.0,1.4159865862919700
52.0,1.6801090830505900
53.0,1.6373866957048900
54.0,1.9045603413911700
55.0,1.4950854031824700
56.0,1.6469553950679100
57.0,1.360433624919530
58.0,1.7418547883330400
59.0,1.6084999745090900
60.0,1.499908920292230
61.0,1.6902072582624100
62.0,2.1554753179798800
63.0,1.4774730179557800
64.0,1.897098398821650
65.0,2.1083044579706400
66.0,2.301518563022430
67.0,2.4554717056133700
68.0,2.6665793264475200
69.0,2.362011053855090
70.0,2.0432259012281300
71.0,2.2563203029837200
72.0,2.1928458313967200
73.0,2.0402197568325400
74.0,2.240547647621600
75.0,2.4233671005877900
76.0,2.3904412264563200
77.0,2.1115709811690600
78.0,2.2189821877083500
79.0,1.7227150731043300
80.0,2.190172728921650
81.0,2.251895909060670
82.0,2.240781748951710
83.0,1.2823754167321000
84.0,1.2389237352840700
85.0,1.7905640940086100
86.0,1.931079534746260
87.0,1.6947274456081500
88.0,1.3281592725366300
89.0,1.2176633842622800
90.0,1.206196587969230
91.0,1.3258456195252300
92.0,1.7673389644527700
93.0,1.6631121777126700
94.0,1.7471027688786200
95.0,1.7824248063440100
96.0,1.5295641340117600
97.0,1.595294009596530
98.0,1.668061958100090
99.0,1.4591483909160100
100.0,1.5968466384263800
101.0,1.8162853180499000
102.0,1.3610054377838500
103.0,1.4348983176437000
104.0,1.2247423940108400
105.0,1.6597115867093600
106.0,1.2925636447088600
107.0,1.8991128209555600
108.0,1.6853168283982100
109.0,1.6960868731375500
110.0,1.6392529137400400
111.0,1.4573998264822000
112.0,1.4394350049651300
113.0,1.0429616569818200
114.0,1.2891413054556400
115.0,1.3178079065677700
116.0,1.4663065038767300
117.0,1.1974915240844700
118.0,1.8342293553912600
119.0,1.860910869718670
120.0,2.0084701395245400
121.0,1.5730305959638700
122.0,1.8931326571049100
123.0,1.7107504555798700
124.0,1.9908036536841700
125.0,1.925797617766120
126.0,2.1091047203165400
127.0,1.9370580556277200
128.0,1.9764226856060700
129.0,2.0636461526812500
130.0,2.016303678452620
131.0,1.9077492250664300
132.0,1.9538266255938800
133.0,1.9550786130153500
134.0,2.014486941248150
135.0,1.707720899445630
136.0,2.0307591995939900
137.0,1.9203647543226500
138.0,1.8338732956004300
139.0,1.976079152954510
140.0,1.9487634715615900
141.0,2.2363519727501400
142.0,1.874846137391220
143.0,1.8923283607387100
144.0,1.9993855211651900
145.0,1.7152551386964100
146.0,1.9803723067621100
147.0,1.8678310194490800
148.0,2.0431154743431900
149.0,1.8567869184613600
150.0,2.044052774168880
151.0,1.9571853685542900
152.0,2.045551590346090
153.0,2.0915406989552200
